LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
20/06854/FULL,Westminster,28/10/2020,Approved,All Other,"Demolition of roof and erection of an additional storey and mansard roof extension resulting in ground and eight upper storeys overall for use as offices (class E(c)) in connection with existing office use, relocation of plant and associated development at Nos. 30-31 Haymarket; and erection of two storey extension to create two residential units on new sixth and seventh floors together with installation of balconies on rear elevation at fifth and new sixth floor levels of No. 3 Shavers Place (Site includes 30-31 Haymarket and 3 Shavers Place).",,"30, 31",Haymarket,,SW1Y 4EX,,,,,3,1,2,,,Approved,06/04/2021,,,
2021/00988/PD56,London Borough of Hammersmith and Fulham,25/03/2021,Approved,Prior Approval,Change of use of ground floor front unit from retail (Class A1) into a 2 bedroom self-contained flat (Class C3); replacement of 3no windows with new enlarged windows to the southern elevation at ground floor level.,"Lourdes Apartments, Ground Floor Unit",,North End Road,,W14 9NU,,,,,1,0,1,,,Approved,20/05/2021,,,
21/AP/2388,London Borough of Southwark,09/07/2021,Approved,All Other,"Non-Material Changes for planning permission 17/AP/0367 granted 30/01/2018 for: Redevelopment of the site including alterations and extensions to listed buildings for a mixed use scheme to provide a new secondary school with 6th form (up to 1150 pupils), 199 residential units in buildings up the 10 storeys in height, 234 sqm of flexible commercial or community use (Class A1, A3, B1, D1, D2), a 139 sqm Gym, associated landscape and public realm works, cycle parking, disabled parking and servicing access; and the redevelopment of land at Grotto Place for the provision of a new sports hall (1,452sqm) and external multi use games facility and landscaping.Amendments sought to combine units 27 & 28 Walton Clark House (2 x 1B2P) to create a single 2B4P family unit resulting in a reduction of the total unit numbers on site from 196 to 195.",Fire Station,94,Southwark Bridge Road,,SE1 0EG,,,,,205,0,205,,,Approved,05/08/2021,,,
21/03313/PRIOR,Bexley,29/09/2021,Approved,Prior Approval,Notification for Prior Approval for a proposed change of use of rear part of ground floor from betting office (Sui Generis) to provide a one bed studio apartment (Class C3). (Revised proposal to application 21/02185/PRIOR),,274,Sherwood Park Avenue,,DA15 9JN,,,,,1,0,1,,,Approved,29/11/2021,,,
HGY/2022/0573,Haringey,03/02/2022,Approved,All Other,"Conversion of existing property into 1no. two-bedroom flat and 1no. three bedroom flat, loft conversion, internal changes and associated amenities.","147, Lordship Lane, London, N17 6XE",147,,,,,,,,2,1,1,,,Approved,31/03/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GFIjAAO
21/5789/FUL,London Borough of Barnet,02/11/2021,Approved,All Other,Change of use of the property from a single family dwelling (Class C3) to a House in Multiple Occupation (HMO) (sui generis) for up to 15 people. Single storey rear extension,,93,Watford Way,Hendon,NW4 4RS,,,,,1,1,0,,,Approved,24/03/2022,,,
21/00973/PRIOR,Bexley,16/03/2021,Approved,Prior Approval,Prior Approval Notification for the change of use of the rear part of the ground floor of the existing unit (Class A2 Financial and Professional Services) to a studio flat with alterations to the ground floor rear elevation fenestration (Class C3 dwellings),22 Sidcup High Street Sidcup Kent DA14 6EH,,,,DA14 6EH,,,,,1,0,1,,,Approved,10/05/2021,,,
20/01533/CREG3,Royal Borough of Kingston (LA Code),10/07/2020,Approved,All Other,"Conversion of vacant laundry room at ground and first floor level to form 1no.x split level, one bedroom affordable housing unit and existing bike store to be relocated (location to be agreed with Local Authority) to allow for a private amenity space adjacent to front entrance.",Cumberland House,,Kingston Hill,,,,,,,1,0,1,,,Approved,10/05/2021,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QCU9LRNHGVF00
20/03303/PACND,Royal Borough of Kingston (LA Code),11/01/2021,Allowed,Prior Approval,"Construction of two additional storeys of new dwellinghouses above Austin House, St Marks Hill,Surbiton, KT6 4LT to provide 12no.x new dwellings (2no. x1 bed 1person units, 8no. x1 bed 2 person units and 2no. x 2 bed 4 person units), with works for the construction of appropriate and safe access to and egress from the new dwellinghouses and works for the construction of storage facilities reasonably necessary to support the new dwellinghouses.",Austin House39 St Mark's HillSurbitonKT6 4LT,39,St Mark's Hill,,KT6 4LT,,,,,12,0,12,,,Refused,09/04/2021,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QLQZQLNH04300
21/02728/RG3,Lambeth,09/07/2021,Approved,All Other,Temporary change of use from residential (Use Class C3) to community engagement hub (Sui Generis) for a period of no more than 12 months.,15 Knight's Walk London SE11 4PA,,,,SE11 4PA,,,,,0,1,-1,,,Approved,13/09/2021,,,
20/04648/PLUD,Bromley,20/01/2021,Approved,All Other,The proposed change of use of flat (use class C3) to HMO (use class C4) for 3 - 5 persons and minor internal works. LAWFUL DEVELOPMENT CERTIFICATE (PROPOSED),Flat 3 20 Orchard Road Bromley BR1 2PS,,,,BR1 2PS,,,,,1,1,0,,,Approved,15/04/2021,,,
20/6267/PNU,London Borough of Barnet,11/01/2021,Approved,Prior Approval,"Addition of two storeys to provide 34 residential flats. Associated parking, refuse/recycling",Greenpoint (Mar House)Edgware RoadLondonNW9 5NG,,,,,,,,,34,0,34,,,Approved,15/06/2021,,,
20/02331/FUL,Lambeth,13/07/2020,Approved,All Other,"Full 'slot-in' planning application for phased residential led mixed-use development above and surrounding Nine Elms Station, comprising three new residential buildings of 21 storeys, 16 storeys and 17 storeys providing a total of 479 homes (Use Class C3), plus small scale commercial floorspace of 108m2 (Expanded Use Classes A1-A4 and D1), works within the Nine Elms Station 'boxes', a new public square, and associated works.",10 Pascal Street London SW8 4SH,,,,SW8 4SH,,,,,479,0,479,,,Approved,17/12/2021,,,
21/3260/PNV,London Borough of Barnet,14/06/2021,Approved,Prior Approval,Additional storey at third floor level to provide 4no self-contained flats,Avenue Court,,Farm Avenue,Cricklewood,NW2 2PT,,,,,4,0,4,,,Approved,02/09/2021,,,
22/00151/LBC,Westminster,11/01/2022,Approved,All Other,Installation of new plant equipment at roof level and extension/adaption of existing access walkways at roof level; installation of new extract grilles to external window serving ground floor WC; replacement of glazing in basement lightwell with fixed fly mesh panels and alterations in connection with the formation of new office space; and internal alterations.,York House St James's Palace,,Cleveland Row,,SW1A 1BQ,,,,,0,1,-1,,,Approved,29/03/2022,,,
21/02860/CLP,London Borough of Newham,11/11/2021,Approved,All Other,Change of use from six bedroom family house use class C3 to use class C3(b) for six people with mental health problems in a supported living service.,,74,Upper Road,Plaistow,E13 0DH,,,,,0,1,-1,,,Approved,30/03/2022,,,
21/04271/RE4,Enfield Council,07/12/2021,Approved,All Other,"Removal of the Beck House slab and associated ground works on Upton Road and construction of 134 residential dwellings (Use Class C3) and up to 188sqm flexible commercial floorspace (Use Class E) comprising buildings up to 7 storeys in height, and the change of use of ancillary garages to part of lower ground floor of Scott House (Use Class C3) to provide up to 70sqm community hall (Use Class F2(b)), 45sqm ancillary management office (Use Class C3), podium deck, along with associated means of access and highways works; car and cycle parking; hard and soft landscaping; play space and public, communal, and private realm; refuse storage; ancillary plant and structures; and works to Scott House to create new access at lower ground and ground floor levels.",Land at Upton Road and Raynham Road,,Upton Road,,N18 2LJ,,,,,134,0,134,,,Approved,31/03/2022,,,
21/02359/CLP,London Borough of Newham,14/01/2022,Approved,All Other,Application for a lawful development certificate for proposed use as a residential home for up to 6 residents living together as a single household receiving care (Use Class C3b),,125,Dersingham Avenue,Manor Park,E12 5QQ,,,,,0,1,-1,,,Approved,23/03/2022,,,
21/00392/LDCP,London Borough of Bexley,23/03/2021,Approved,All Other,Lawful Development Certificate (Proposed) for use of the existing dwellinghouse for a Children's Home where support services will be provided to children and young adults.,48 Christchurch Avenue Erith Kent DA8 3AP,,,,DA8 3AP,,,,,0,1,-1,,,Approved,13/05/2021,,,
20/03590/P20,Lambeth,19/10/2020,Approved,Prior Approval,"Application for prior approval for the erection of one addition storey of accommodation above the existing detached blocks of flats to create 2 (1x 1-bedroom, 1x 2-bedroom) self-contained residential units (Use Class C3).",,27,Hillyard Street,,SW9 0NJ,,,,,2,0,2,,,Approved,10/08/2021,,,
21/4904/PNA,London Borough of Barnet,09/09/2021,Approved,Prior Approval,Change of use of two barns to residential dwellinghouses (Use Class C3). Formation of new window and door openings,Elm Farm House,2,Galley Lane,Arkley Barnet Section,EN5 4AJ,,,,,2,0,2,,,Approved,15/12/2021,,,
20/04290/P3O,Lambeth,09/12/2020,Approved,Prior Approval,Prior approval for the change of use of offices (B1(a)) to provide 17 flats (Use Class C3).,St Judes Church Dulwich Road London SE24 0PB,,Dulwich Road,,SE24 0PB,,,,,17,0,17,,,Approved,27/08/2021,,,
21/04549/P3JPA,Westminster,26/06/2021,Approved,Prior Approval,"Notification for prior approval of the change of use from offices (Class B1(a)) to72 apartments (Class C3) under The Town and Country Planning (General Permitted Development) (England) Order 2015 (as amended) - Schedule 2, Part 3, Class O.",Ebury Bridge House,10,Ebury Bridge Road,,SW1W 8PZ,,,,,72,0,72,,,Approved,20/08/2021,,,
21/07438/P3JPA,Westminster,01/11/2021,Approved,Prior Approval,"Prior approval application under Schedule 2, Part 3, Class MA (General Permitted Development) (England) Order 2015 (as amended) for conversion of lower ground floor into one self contained unit, modification of ground floor to lower ground floor staircase, and associated works. (Ground Floor and main shopfront to remain as current use (Class E).",Basement And Ground Floor,26,Church Street,,NW8 8EP,,,,,1,0,1,,,Approved,23/12/2021,,,
2021/01077/PD56,Hammersmith & Fulham,06/04/2021,Approved,Prior Approval,"Change of use of the rear part of the ground floor unit from retail (Class A1) into a self-contained studio flat (Class C3); including the installation of 4no. enlarged windows, following the removal of 2no. existing windows; and installation of a glazed front door to replace existing.",,78,Askew Road,,W12 9BJ,,,,,2,0,2,,,Approved,01/06/2021,,,
20/04110/P20,Lambeth,02/12/2020,Approved,Prior Approval,Application for prior approval for the erection of two additional storeys of accommodation above the existing detached blocks of flats to create 6 self-contained residential unit(s) (Use Class C3) together with the provision of cycle and refuse storage.,,"620, 626",Streatham High Road,,SW16 3QJ,,,,,12,6,6,,,Approved,08/11/2021,,,
21/AP/1546,London Borough of Southwark,26/05/2021,Approved,All Other,Certifcate lawful development (proposed) related to planning application Ref 17/AP/1005 and Appeal Ref: APP/A5840/W/17/3189377 for a roof extension above flats 07/08 and 15/16 to provide 2 No studio flats and 1 No two bedroom flat to prove a lawful start of the proposal,Howard Court33 Peckham RyeLondonSouthwarkSE15 3PH,,,,,,,,,3,0,3,,,Approved,15/07/2021,,,
21/01539/CLOPUD,Westminster,11/03/2021,Approved,All Other,Amalgamation of two bedsit rooms at third floor level to form a single one bedroom residential unit as part of the continued use of the entire building as a House in Multiple Occupation (HMO).,,64,Claverton Street,,SW1V 3AX,,,,,1,1,0,,,Approved,06/05/2021,,,
20/01822/EIAFUL,Lambeth,18/12/2020,Approved,All Other,"Demolition of existing waste transfer station and re-development of the site to provide a residential development comprising of three blocks ranging from 5 -11 storeys in height to provide 218 residential units (class C3) with associated landscaping. This application is a DEPARTURE APPLICATION: The proposed development is a departure from its designation as a safeguarded waste site under the Lambeth Local Plan (2015). This application is accompanied by an Environmental Statement (ES) which is available for inspection online with the planning application documents. Electronic copies of the Environmental Statement may be viewed at https://planning.lambeth.gov.uk/online-applications/ using the application reference 20/01822/EIAFUL. This application is linked with the planning application reference: 20/01066/EIAFUL for the development proposed at: Land Off Windsor Grove, Adjoining Railway At West Norwood, London.","Land To The East Of Shakespeare Road, Shakespeare Road",,Development Control Pseudo Street,,SE24 0PT,,,,,218,0,218,,,Approved,21/12/2021,,,
21/3431/PNV,London Borough of Barnet,22/06/2021,Approved,Prior Approval,Additional storey at 4th floor level to provide 3no. self-contained flats. Associated cycle parking and additional refuse storage,Olympia House,,Armitage Road,Golders Green,NW11 8RQ,,,,,3,0,3,,,Approved,01/09/2021,,,
20/04393/RG3,Lambeth,29/03/2021,Approved,All Other,"Demolition and clearance of both sites and redevelopment to provide a new community centre (Class F2) and 67 residential units (Class C3) as follows: Land at Jonathan Street: construction of new community centre and 29 residential units (Class C3) in a building extending to between five and eight storeys in height; Land at the junction of Orsett Street and Vauxhall Street: construction of 38 residential units (Class C3) in a building extending up to 7 storeys in height; Together with associated cycle parking, car parking, landscaping, infrastructure works and with wider public realm estate improvements.",Land At,,Jonathan Street,,SE11 5HX,,,,,68,0,68,,,Approved,15/11/2021,,,
21/03649/CUETC3,Bromley Custodian Code,26/08/2021,Approved,All Other,"Change of use of part second and third floor from Class E (Commercial, Business and Service) to Class C3 (Dwellinghouses) to form 20 residential units (12 one bedroom and 8 two bedroom) (56 day application for prior approval in respect of transport and highways impacts, contamination risks, flood risk, noise impacts, character or sustainability of a conservation area, provision of natural light to habitable rooms, impact on an area of general or heavy industry, impact of loss of services provided by a registered nursery or a health centre, fire safety impacts under Class MA, Part 3, Schedule 2 of the Town and Country Planning (General Permitted Development) Order 2015 (as amended).","Yeoman House, Part Second And Third Floors Left","57, 63",Croydon Road,Penge,SE20 7TS,,,,,20,0,20,,,Approved,11/11/2021,,,
